nominal_coverage,empirical_coverage_mean,empirical_coverage_std,coverage_error_mean,coverage_error_std,mean_interval_width_mean,mean_interval_width_std,median_interval_width_mean,median_interval_width_std,q_adjustment_mean,q_adjustment_std,sample_count_sum
0.8,0.7833288688363711,0.08365188718466532,-0.01667113116362897,0.08365188718466532,46.372407140729166,16.406385204358145,40.547294447622434,16.036916835113377,10.150752204160579,10.27938157551352,557
0.9,0.8575765119454439,0.1523850163402834,-0.04242348805455602,0.15238501634028345,110.32577361734715,108.52686785002774,106.72791610339993,110.36259374002961,38.78041125624142,57.91467415296909,557
0.95,0.9583527583527583,0.06018271042096428,0.008352758352758416,0.06018271042096428,153.55286459915118,120.27718339970185,151.97573682228781,120.73324075480087,57.057559392352594,64.08557500612626,557
