model,calibration_method,brier_score_mean,brier_score_std,expected_calibration_error_mean,expected_calibration_error_std,pr_auc_mean,pr_auc_std,roc_auc_mean,roc_auc_std
CatBoost,isotonic_regression,0.13355626152448566,0.05355623753511851,0.07598523260154169,0.05508159694410792,0.2729609429848492,0.1292001531732536,0.6854206025202627,0.07941381912919497
CatBoost,platt_scaling,0.13567572575050207,0.05562321405954788,0.0806536373474384,0.050076342729172815,0.29989334384095906,0.15733274509777231,0.6916177661275139,0.08463654650436818
CatBoost,uncalibrated,0.13978880312359004,0.029243351096613947,0.08497335318898938,0.05433488353525481,0.29989334384095906,0.15733274509777231,0.6916177661275139,0.08463654650436818
